id,category,scripture_relevance,audience_level,novice_load_level,meaning_length,has_phonetic
2104,神,low,,,19,1
2105,神,low,,,19,1
2106,神,low,,,32,1
2107,神,low,,,9,1
2108,神,low,,,28,1
2109,神,low,,,15,1
2110,神,low,,,7,1
2111,神,low,,,15,1
2112,神,low,,,15,1
2113,神,low,,,7,1
2114,神,low,,,17,1
2115,神,low,,,12,1
2116,神,low,,,18,1
2117,神,low,,,14,1
2118,神,low,,,46,1
2119,神,low,,,30,1
2120,神,low,,,23,1
